log_id,roll_no,course_code,session_date,status
L00538,BSAI-23-012,CS111,29-02-2024,P
L00539,BSAI-23-012,HU101,22-01-2024,L
L00540,BSAI-23-012,HU101,29-01-2024,A
L00541,BSAI-23-012,HU101,05-02-2024,P
L00542,BSAI-23-012,HU101,12-02-2024,P
L00543,BSAI-23-012,HU101,19-02-2024,P
L00544,BSAI-23-012,HU101,26-02-2024,P
L00545,BSAI-23-012,HU101,04-03-2024,P
L00546,BSAI-23-012,HU101,11-03-2024,P
L00547,BSAI-23-012,HU101,18-03-2024,P
L00548,BSAI-23-012,HU101,25-03-2024,P
L00549,BSAI-23-012,IS101,23-01-2024,P
L00550,BSAI-23-012,IS101,30-01-2024,P
L00551,BSAI-23-012,IS101,06-02-2024,P
L00552,BSAI-23-012,IS101,13-02-2024,P
L00553,BSAI-23-012,IS101,20-02-2024,L
L00554,BSAI-23-012,IS101,27-02-2024,A
L00555,BSAI-23-012,IS101,05-03-2024,P
L00556,BSAI-23-012,IS101,12-03-2024,P
L00557,BSAI-23-012,IS101,19-03-2024,P
L00558,BSAI-23-012,IS101,26-03-2024,P
L00559,BSAI-23-012,CS121,22-01-2024,P
L00560,BSAI-23-012,CS121,29-01-2024,P
L00561,BSAI-23-012,CS121,05-02-2024,P
L00562,BSAI-23-012,CS121,12-02-2024,P
L00563,BSAI-23-012,CS121,19-02-2024,P
L00564,BSAI-23-012,CS121,26-02-2024,P
L00565,BSAI-23-012,CS121,04-03-2024,P
L00566,BSAI-23-012,CS121,11-03-2024,L
L00567,BSAI-23-012,CS121,18-03-2024,A
L00568,BSAI-23-012,CS121,25-03-2024,P
L00569,BSAI-23-013,CS101,22-01-2024,A
L00570,BSAI-23-013,CS101,24-01-2024,A
L00571,BSAI-23-013,CS101,29-01-2024,P
L00572,BSAI-23-013,CS101,31-01-2024,A
L00573,BSAI-23-013,CS101,05-02-2024,A
L00574,BSAI-23-013,CS101,07-02-2024,P
L00575,BSAI-23-013,CS101,12-02-2024,A
L00576,BSAI-23-013,CS101,14-02-2024,A
L00577,BSAI-23-013,CS101,19-02-2024,P
L00578,BSAI-23-013,CS101,21-02-2024,A
L00579,BSAI-23-013,CS101,26-02-2024,A
L00580,BSAI-23-013,CS101,28-02-2024,P
L00581,BSAI-23-013,CS111,23-01-2024,A
L00582,BSAI-23-013,CS111,25-01-2024,A
L00583,BSAI-23-013,CS111,30-01-2024,P
L00584,BSAI-23-013,CS111,01-02-2024,A
L00585,BSAI-23-013,CS111,06-02-2024,A
L00586,BSAI-23-013,CS111,08-02-2024,P
L00587,BSAI-23-013,CS111,13-02-2024,A
L00588,BSAI-23-013,CS111,15-02-2024,A
L00589,BSAI-23-013,CS111,20-02-2024,P
L00590,BSAI-23-013,CS111,22-02-2024,A
L00591,BSAI-23-013,CS111,27-02-2024,A
L00592,BSAI-23-013,CS111,29-02-2024,P
L00593,BSAI-23-013,HU101,22-01-2024,P
L00594,BSAI-23-013,HU101,29-01-2024,A
L00595,BSAI-23-013,HU101,05-02-2024,A
L00596,BSAI-23-013,HU101,12-02-2024,P
L00597,BSAI-23-013,HU101,19-02-2024,A
L00598,BSAI-23-013,HU101,26-02-2024,A
L00599,BSAI-23-013,HU101,04-03-2024,P
L00600,BSAI-23-013,HU101,11-03-2024,A
L00601,BSAI-23-013,HU101,18-03-2024,A
L00602,BSAI-23-013,HU101,25-03-2024,P
L00603,BSAI-23-013,IS101,23-01-2024,A
L00604,BSAI-23-013,IS101,30-01-2024,A
L00605,BSAI-23-013,IS101,06-02-2024,P
L00606,BSAI-23-013,IS101,13-02-2024,A
L00607,BSAI-23-013,IS101,20-02-2024,A
L00608,BSAI-23-013,IS101,27-02-2024,P
L00609,BSAI-23-013,IS101,05-03-2024,A
L00610,BSAI-23-013,IS101,12-03-2024,A
L00611,BSAI-23-013,IS101,19-03-2024,P
L00612,BSAI-23-013,IS101,26-03-2024,A
L00613,BSAI-23-014,CS101,22-01-2024,P
L00614,BSAI-23-014,CS101,24-01-2024,P
L00615,BSAI-23-014,CS101,29-01-2024,P
L00616,BSAI-23-014,CS101,31-01-2024,L
L00617,BSAI-23-014,CS101,05-02-2024,A
L00618,BSAI-23-014,CS101,07-02-2024,P
L00619,BSAI-23-014,CS101,12-02-2024,P
L00620,BSAI-23-014,CS101,14-02-2024,P
L00621,BSAI-23-014,CS101,19-02-2024,P
L00622,BSAI-23-014,CS101,21-02-2024,P
L00623,BSAI-23-014,CS101,26-02-2024,P
L00624,BSAI-23-014,CS101,28-02-2024,P
L00625,BSAI-23-014,CS111,23-01-2024,P
L00626,BSAI-23-014,CS111,25-01-2024,P
L00627,BSAI-23-014,CS111,30-01-2024,L
L00628,BSAI-23-014,CS111,01-02-2024,A
L00629,BSAI-23-014,CS111,06-02-2024,P
L00630,BSAI-23-014,CS111,08-02-2024,P
L00631,BSAI-23-014,CS111,13-02-2024,P
L00632,BSAI-23-014,CS111,15-02-2024,P
L00633,BSAI-23-014,CS111,20-02-2024,P
L00634,BSAI-23-014,CS111,22-02-2024,P
L00635,BSAI-23-014,CS111,27-02-2024,P
L00636,BSAI-23-014,CS111,29-02-2024,P
L00637,BSAI-23-014,HU101,22-01-2024,P
L00638,BSAI-23-014,HU101,29-01-2024,P
L00639,BSAI-23-014,HU101,05-02-2024,L
L00640,BSAI-23-014,HU101,12-02-2024,A
L00641,BSAI-23-014,HU101,19-02-2024,P
L00642,BSAI-23-014,HU101,26-02-2024,P
L00643,BSAI-23-014,HU101,04-03-2024,P
L00644,BSAI-23-014,HU101,11-03-2024,P
L00645,BSAI-23-014,HU101,18-03-2024,P
L00646,BSAI-23-014,HU101,25-03-2024,P
L00647,BSAI-23-014,IS101,23-01-2024,P
L00648,BSAI-23-014,IS101,30-01-2024,P
L00649,BSAI-23-014,IS101,06-02-2024,P
L00650,BSAI-23-014,IS101,13-02-2024,P
L00651,BSAI-23-014,IS101,20-02-2024,P
L00652,BSAI-23-014,IS101,27-02-2024,P
L00653,BSAI-23-014,IS101,05-03-2024,P
L00654,BSAI-23-014,IS101,12-03-2024,L
L00655,BSAI-23-014,IS101,19-03-2024,A
L00656,BSAI-23-014,IS101,26-03-2024,P
L00657,BSAI-23-014,CS121,22-01-2024,P
L00658,BSAI-23-014,CS121,29-01-2024,P
L00659,BSAI-23-014,CS121,05-02-2024,P
L00660,BSAI-23-014,CS121,12-02-2024,P
L00661,BSAI-23-014,CS121,19-02-2024,P
L00662,BSAI-23-014,CS121,26-02-2024,L
L00663,BSAI-23-014,CS121,04-03-2024,A
L00664,BSAI-23-014,CS121,11-03-2024,P
L00665,BSAI-23-014,CS121,18-03-2024,P
L00666,BSAI-23-014,CS121,25-03-2024,P
L00667,BSAI-23-015,CS101,22-01-2024,A
L00668,BSAI-23-015,CS101,24-01-2024,A
L00669,BSAI-23-015,CS101,29-01-2024,P
L00670,BSAI-23-015,CS101,31-01-2024,A
L00671,BSAI-23-015,CS101,05-02-2024,A
L00672,BSAI-23-015,CS101,07-02-2024,P
L00673,BSAI-23-015,CS101,12-02-2024,A
L00674,BSAI-23-015,CS101,14-02-2024,A
L00675,BSAI-23-015,CS101,19-02-2024,P
L00676,BSAI-23-015,CS101,21-02-2024,A
L00677,BSAI-23-015,CS101,26-02-2024,A
L00678,BSAI-23-015,CS101,28-02-2024,P
L00679,BSAI-23-015,CS111,23-01-2024,P
L00680,BSAI-23-015,CS111,25-01-2024,A
L00681,BSAI-23-015,CS111,30-01-2024,A
L00682,BSAI-23-015,CS111,01-02-2024,P
L00683,BSAI-23-015,CS111,06-02-2024,A
L00684,BSAI-23-015,CS111,08-02-2024,A
L00685,BSAI-23-015,CS111,13-02-2024,P
L00686,BSAI-23-015,CS111,15-02-2024,A
L00687,BSAI-23-015,CS111,20-02-2024,A
L00688,BSAI-23-015,CS111,22-02-2024,P
L00689,BSAI-23-015,CS111,27-02-2024,A
L00690,BSAI-23-015,CS111,29-02-2024,A
L00691,BSAI-23-015,HU101,22-01-2024,P
L00692,BSAI-23-015,HU101,29-01-2024,A
L00693,BSAI-23-015,HU101,05-02-2024,A
L00694,BSAI-23-015,HU101,12-02-2024,P
L00695,BSAI-23-015,HU101,19-02-2024,A
L00696,BSAI-23-015,HU101,26-02-2024,A
L00697,BSAI-23-015,HU101,04-03-2024,P
L00698,BSAI-23-015,HU101,11-03-2024,A
L00699,BSAI-23-015,HU101,18-03-2024,A
L00700,BSAI-23-015,HU101,25-03-2024,P
L00701,BSAI-23-015,IS101,23-01-2024,A
L00702,BSAI-23-015,IS101,30-01-2024,A
L00703,BSAI-23-015,IS101,06-02-2024,P
L00704,BSAI-23-015,IS101,13-02-2024,A
L00705,BSAI-23-015,IS101,20-02-2024,A
L00706,BSAI-23-015,IS101,27-02-2024,P
L00707,BSAI-23-015,IS101,05-03-2024,A
L00708,BSAI-23-015,IS101,12-03-2024,A
L00709,BSAI-23-015,IS101,19-03-2024,P
L00710,BSAI-23-015,IS101,26-03-2024,A
L00711,BSAI-23-016,CS101,22-01-2024,P
L00712,BSAI-23-016,CS101,24-01-2024,P
L00713,BSAI-23-016,CS101,29-01-2024,P
L00714,BSAI-23-016,CS101,31-01-2024,P
L00715,BSAI-23-016,CS101,05-02-2024,P
L00716,BSAI-23-016,CS101,07-02-2024,P
L00717,BSAI-23-016,CS101,12-02-2024,P
L00718,BSAI-23-016,CS101,14-02-2024,L
L00719,BSAI-23-016,CS101,19-02-2024,A
L00720,BSAI-23-016,CS101,21-02-2024,P
L00721,BSAI-23-016,CS101,26-02-2024,P
L00722,BSAI-23-016,CS101,28-02-2024,P
L00723,BSAI-23-016,CS111,23-01-2024,P
L00724,BSAI-23-016,CS111,25-01-2024,P
L00725,BSAI-23-016,CS111,30-01-2024,P
L00726,BSAI-23-016,CS111,01-02-2024,P
L00727,BSAI-23-016,CS111,06-02-2024,P
L00728,BSAI-23-016,CS111,08-02-2024,L
L00729,BSAI-23-016,CS111,13-02-2024,A
L00730,BSAI-23-016,CS111,15-02-2024,P
L00731,BSAI-23-016,CS111,20-02-2024,P
L00732,BSAI-23-016,CS111,22-02-2024,P
L00733,BSAI-23-016,CS111,27-02-2024,P
L00734,BSAI-23-016,CS111,29-02-2024,P
L00735,BSAI-23-016,HU101,22-01-2024,P
L00736,BSAI-23-016,HU101,29-01-2024,P
L00737,BSAI-23-016,HU101,05-02-2024,P
L00738,BSAI-23-016,HU101,12-02-2024,P
L00739,BSAI-23-016,HU101,19-02-2024,P
L00740,BSAI-23-016,HU101,26-02-2024,P
L00741,BSAI-23-016,HU101,04-03-2024,L
L00742,BSAI-23-016,HU101,11-03-2024,A
L00743,BSAI-23-016,HU101,18-03-2024,P
L00744,BSAI-23-016,HU101,25-03-2024,P
L00745,BSAI-23-016,IS101,23-01-2024,P
L00746,BSAI-23-016,IS101,30-01-2024,L
L00747,BSAI-23-016,IS101,06-02-2024,A
L00748,BSAI-23-016,IS101,13-02-2024,P
L00749,BSAI-23-016,IS101,20-02-2024,P
L00750,BSAI-23-016,IS101,27-02-2024,P
L00751,BSAI-23-016,IS101,05-03-2024,P
L00752,BSAI-23-016,IS101,12-03-2024,P
L00753,BSAI-23-016,IS101,19-03-2024,P
L00754,BSAI-23-016,IS101,26-03-2024,P
L00755,BSAI-23-017,CS101,22-01-2024,P
L00756,BSAI-23-017,CS101,24-01-2024,P
L00757,BSAI-23-017,CS101,29-01-2024,P
L00758,BSAI-23-017,CS101,31-01-2024,L
L00759,BSAI-23-017,CS101,05-02-2024,A
L00760,BSAI-23-017,CS101,07-02-2024,P
L00761,BSAI-23-017,CS101,12-02-2024,P
L00762,BSAI-23-017,CS101,14-02-2024,P
L00763,BSAI-23-017,CS101,19-02-2024,P
L00764,BSAI-23-017,CS101,21-02-2024,P
L00765,BSAI-23-017,CS101,26-02-2024,P
L00766,BSAI-23-017,CS101,28-02-2024,P
L00767,BSAI-23-017,CS111,23-01-2024,P
L00768,BSAI-23-017,CS111,25-01-2024,P
L00769,BSAI-23-017,CS111,30-01-2024,P
L00770,BSAI-23-017,CS111,01-02-2024,P
L00771,BSAI-23-017,CS111,06-02-2024,P
L00772,BSAI-23-017,CS111,08-02-2024,L
L00773,BSAI-23-017,CS111,13-02-2024,A
L00774,BSAI-23-017,CS111,15-02-2024,P
L00775,BSAI-23-017,CS111,20-02-2024,P
L00776,BSAI-23-017,CS111,22-02-2024,P
L00777,BSAI-23-017,CS111,27-02-2024,P
L00778,BSAI-23-017,CS111,29-02-2024,P
L00779,BSAI-23-017,HU101,22-01-2024,P
L00780,BSAI-23-017,HU101,29-01-2024,L
L00781,BSAI-23-017,HU101,05-02-2024,A
L00782,BSAI-23-017,HU101,12-02-2024,P
L00783,BSAI-23-017,HU101,19-02-2024,P
L00784,BSAI-23-017,HU101,26-02-2024,P
L00785,BSAI-23-017,HU101,04-03-2024,P
L00786,BSAI-23-017,HU101,11-03-2024,P
L00787,BSAI-23-017,HU101,18-03-2024,P
L00788,BSAI-23-017,HU101,25-03-2024,P
L00789,BSAI-23-017,IS101,23-01-2024,L
L00790,BSAI-23-017,IS101,30-01-2024,A
L00791,BSAI-23-017,IS101,06-02-2024,P
L00792,BSAI-23-017,IS101,13-02-2024,P
L00793,BSAI-23-017,IS101,20-02-2024,P
L00794,BSAI-23-017,IS101,27-02-2024,P
L00795,BSAI-23-017,IS101,05-03-2024,P
L00796,BSAI-23-017,IS101,12-03-2024,P
L00797,BSAI-23-017,IS101,19-03-2024,P
L00798,BSAI-23-017,IS101,26-03-2024,P
L00799,BSAI-23-018,CS101,22-01-2024,P
L00800,BSAI-23-018,CS101,24-01-2024,P
L00801,BSAI-23-018,CS101,29-01-2024,P
L00802,BSAI-23-018,CS101,31-01-2024,P
L00803,BSAI-23-018,CS101,05-02-2024,L
L00804,BSAI-23-018,CS101,07-02-2024,A
L00805,BSAI-23-018,CS101,12-02-2024,P
L00806,BSAI-23-018,CS101,14-02-2024,P
L00807,BSAI-23-018,CS101,19-02-2024,P
L00808,BSAI-23-018,CS101,21-02-2024,P
L00809,BSAI-23-018,CS101,26-02-2024,P
L00810,BSAI-23-018,CS101,28-02-2024,P
L00811,BSAI-23-018,CS111,23-01-2024,P
L00812,BSAI-23-018,CS111,25-01-2024,P
L00813,BSAI-23-018,CS111,30-01-2024,L
L00814,BSAI-23-018,CS111,01-02-2024,A
L00815,BSAI-23-018,CS111,06-02-2024,P
L00816,BSAI-23-018,CS111,08-02-2024,P
L00817,BSAI-23-018,CS111,13-02-2024,P
L00818,BSAI-23-018,CS111,15-02-2024,P
L00819,BSAI-23-018,CS111,20-02-2024,P
L00820,BSAI-23-018,CS111,22-02-2024,P
L00821,BSAI-23-018,CS111,27-02-2024,P
L00822,BSAI-23-018,CS111,29-02-2024,P
L00823,BSAI-23-018,HU101,22-01-2024,P
L00824,BSAI-23-018,HU101,29-01-2024,P
L00825,BSAI-23-018,HU101,05-02-2024,P
L00826,BSAI-23-018,HU101,12-02-2024,P
L00827,BSAI-23-018,HU101,19-02-2024,P
L00828,BSAI-23-018,HU101,26-02-2024,L
L00829,BSAI-23-018,HU101,04-03-2024,A
L00830,BSAI-23-018,HU101,11-03-2024,P
L00831,BSAI-23-018,HU101,18-03-2024,P
L00832,BSAI-23-018,HU101,25-03-2024,P
L00833,BSAI-23-018,IS101,23-01-2024,P
L00834,BSAI-23-018,IS101,30-01-2024,P
L00835,BSAI-23-018,IS101,06-02-2024,L
L00836,BSAI-23-018,IS101,13-02-2024,A
L00837,BSAI-23-018,IS101,20-02-2024,P
L00838,BSAI-23-018,IS101,27-02-2024,P
L00839,BSAI-23-018,IS101,05-03-2024,P
L00840,BSAI-23-018,IS101,12-03-2024,P
L00841,BSAI-23-018,IS101,19-03-2024,P
L00842,BSAI-23-018,IS101,26-03-2024,P
L00843,BSAI-23-020,CS101,22-01-2024,L
L00844,BSAI-23-020,CS101,24-01-2024,P
L00845,BSAI-23-020,CS101,29-01-2024,P
L00846,BSAI-23-020,CS101,31-01-2024,P
L00847,BSAI-23-020,CS101,05-02-2024,A
L00848,BSAI-23-020,CS101,07-02-2024,L
L00849,BSAI-23-020,CS101,12-02-2024,P
L00850,BSAI-23-020,CS101,14-02-2024,P
L00851,BSAI-23-020,CS101,19-02-2024,P
L00852,BSAI-23-020,CS101,21-02-2024,A
L00853,BSAI-23-020,CS101,26-02-2024,L
L00854,BSAI-23-020,CS101,28-02-2024,P
L00855,BSAI-23-020,CS111,23-01-2024,L
L00856,BSAI-23-020,CS111,25-01-2024,P
L00857,BSAI-23-020,CS111,30-01-2024,P
L00858,BSAI-23-020,CS111,01-02-2024,P
L00859,BSAI-23-020,CS111,06-02-2024,A
L00860,BSAI-23-020,CS111,08-02-2024,L
L00861,BSAI-23-020,CS111,13-02-2024,P
L00862,BSAI-23-020,CS111,15-02-2024,P
L00863,BSAI-23-020,CS111,20-02-2024,P
L00864,BSAI-23-020,CS111,22-02-2024,A
L00865,BSAI-23-020,CS111,27-02-2024,L
L00866,BSAI-23-020,CS111,29-02-2024,P
L00867,BSAI-23-020,HU101,22-01-2024,L
L00868,BSAI-23-020,HU101,29-01-2024,P
L00869,BSAI-23-020,HU101,05-02-2024,P
L00870,BSAI-23-020,HU101,12-02-2024,P
L00871,BSAI-23-020,HU101,19-02-2024,A
L00872,BSAI-23-020,HU101,26-02-2024,L
L00873,BSAI-23-020,HU101,04-03-2024,P
L00874,BSAI-23-020,HU101,11-03-2024,P
L00875,BSAI-23-020,HU101,18-03-2024,P
L00876,BSAI-23-020,HU101,25-03-2024,A
L00877,BSAI-23-020,IS101,23-01-2024,L
L00878,BSAI-23-020,IS101,30-01-2024,P
L00879,BSAI-23-020,IS101,06-02-2024,P
L00880,BSAI-23-020,IS101,13-02-2024,P
L00881,BSAI-23-020,IS101,20-02-2024,A
L00882,BSAI-23-020,IS101,27-02-2024,L
L00883,BSAI-23-020,IS101,05-03-2024,P
L00884,BSAI-23-020,IS101,12-03-2024,P
L00885,BSAI-23-020,IS101,19-03-2024,P
L00886,BSAI-23-020,IS101,26-03-2024,A
L00887,BSAI-23-021,CS101,22-01-2024,P
L00888,BSAI-23-021,CS101,24-01-2024,L
L00889,BSAI-23-021,CS101,29-01-2024,A
L00890,BSAI-23-021,CS101,31-01-2024,P
L00891,BSAI-23-021,CS101,05-02-2024,P
L00892,BSAI-23-021,CS101,07-02-2024,P
L00893,BSAI-23-021,CS101,12-02-2024,P
L00894,BSAI-23-021,CS101,14-02-2024,P
L00895,BSAI-23-021,CS101,19-02-2024,P
L00896,BSAI-23-021,CS101,21-02-2024,P
L00897,BSAI-23-021,CS101,26-02-2024,P
L00898,BSAI-23-021,CS101,28-02-2024,L
L00899,BSAI-23-021,CS111,23-01-2024,P
L00900,BSAI-23-021,CS111,25-01-2024,L
L00901,BSAI-23-021,CS111,30-01-2024,A
L00902,BSAI-23-021,CS111,01-02-2024,P
L00903,BSAI-23-021,CS111,06-02-2024,P
L00904,BSAI-23-021,CS111,08-02-2024,P
L00905,BSAI-23-021,CS111,13-02-2024,P
L00906,BSAI-23-021,CS111,15-02-2024,P
L00907,BSAI-23-021,CS111,20-02-2024,P
L00908,BSAI-23-021,CS111,22-02-2024,P
L00909,BSAI-23-021,CS111,27-02-2024,P
L00910,BSAI-23-021,CS111,29-02-2024,L
L00911,BSAI-23-021,HU101,22-01-2024,P
L00912,BSAI-23-021,HU101,29-01-2024,L
L00913,BSAI-23-021,HU101,05-02-2024,A
L00914,BSAI-23-021,HU101,12-02-2024,P
L00915,BSAI-23-021,HU101,19-02-2024,P
L00916,BSAI-23-021,HU101,26-02-2024,P
L00917,BSAI-23-021,HU101,04-03-2024,P
L00918,BSAI-23-021,HU101,11-03-2024,P
L00919,BSAI-23-021,HU101,18-03-2024,P
L00920,BSAI-23-021,HU101,25-03-2024,P
L00921,BSAI-23-021,IS101,23-01-2024,P
L00922,BSAI-23-021,IS101,30-01-2024,P
L00923,BSAI-23-021,IS101,06-02-2024,P
L00924,BSAI-23-021,IS101,13-02-2024,P
L00925,BSAI-23-021,IS101,20-02-2024,P
L00926,BSAI-23-021,IS101,27-02-2024,P
L00927,BSAI-23-021,IS101,05-03-2024,P
L00928,BSAI-23-021,IS101,12-03-2024,P
L00929,BSAI-23-021,IS101,19-03-2024,L
L00930,BSAI-23-021,IS101,26-03-2024,A
L00931,BSAI-23-022,CS101,22-01-2024,P
L00932,BSAI-23-022,CS101,24-01-2024,P
L00933,BSAI-23-022,CS101,29-01-2024,P
L00934,BSAI-23-022,CS101,31-01-2024,P
L00935,BSAI-23-022,CS101,05-02-2024,P
L00936,BSAI-23-022,CS101,07-02-2024,P
L00937,BSAI-23-022,CS101,12-02-2024,L
L00938,BSAI-23-022,CS101,14-02-2024,A
L00939,BSAI-23-022,CS101,19-02-2024,P
L00940,BSAI-23-022,CS101,21-02-2024,P
L00941,BSAI-23-022,CS101,26-02-2024,P
L00942,BSAI-23-022,CS101,28-02-2024,P
L00943,BSAI-23-022,CS111,23-01-2024,P
L00944,BSAI-23-022,CS111,25-01-2024,P
L00945,BSAI-23-022,CS111,30-01-2024,P
L00946,BSAI-23-022,CS111,01-02-2024,P
L00947,BSAI-23-022,CS111,06-02-2024,L
L00948,BSAI-23-022,CS111,08-02-2024,A
L00949,BSAI-23-022,CS111,13-02-2024,P
L00950,BSAI-23-022,CS111,15-02-2024,P
L00951,BSAI-23-022,CS111,20-02-2024,P
L00952,BSAI-23-022,CS111,22-02-2024,P
L00953,BSAI-23-022,CS111,27-02-2024,P
L00954,BSAI-23-022,CS111,29-02-2024,P
L00955,BSAI-23-022,HU101,22-01-2024,P
L00956,BSAI-23-022,HU101,29-01-2024,P
L00957,BSAI-23-022,HU101,05-02-2024,P
L00958,BSAI-23-022,HU101,12-02-2024,P
L00959,BSAI-23-022,HU101,19-02-2024,L
L00960,BSAI-23-022,HU101,26-02-2024,A
L00961,BSAI-23-022,HU101,04-03-2024,P
L00962,BSAI-23-022,HU101,11-03-2024,P
L00963,BSAI-23-022,HU101,18-03-2024,P
L00964,BSAI-23-022,HU101,25-03-2024,P
L00965,BSAI-23-022,IS101,23-01-2024,P
L00966,BSAI-23-022,IS101,30-01-2024,P
L00967,BSAI-23-022,IS101,06-02-2024,P
L00968,BSAI-23-022,IS101,13-02-2024,P
L00969,BSAI-23-022,IS101,20-02-2024,P
L00970,BSAI-23-022,IS101,27-02-2024,P
L00971,BSAI-23-022,IS101,05-03-2024,P
L00972,BSAI-23-022,IS101,12-03-2024,L
L00973,BSAI-23-022,IS101,19-03-2024,A
L00974,BSAI-23-022,IS101,26-03-2024,P
L00975,BSAI-23-022,CS121,22-01-2024,P
L00976,BSAI-23-022,CS121,29-01-2024,P
L00977,BSAI-23-022,CS121,05-02-2024,L
L00978,BSAI-23-022,CS121,12-02-2024,A
L00979,BSAI-23-022,CS121,19-02-2024,P
L00980,BSAI-23-022,CS121,26-02-2024,P
L00981,BSAI-23-022,CS121,04-03-2024,P
L00982,BSAI-23-022,CS121,11-03-2024,P
L00983,BSAI-23-022,CS121,18-03-2024,P
L00984,BSAI-23-022,CS121,25-03-2024,P
L00985,BSAI-23-023,CS101,22-01-2024,P
L00986,BSAI-23-023,CS101,24-01-2024,L
L00987,BSAI-23-023,CS101,29-01-2024,A
L00988,BSAI-23-023,CS101,31-01-2024,P
L00989,BSAI-23-023,CS101,05-02-2024,P
L00990,BSAI-23-023,CS101,07-02-2024,P
L00991,BSAI-23-023,CS101,12-02-2024,P
L00992,BSAI-23-023,CS101,14-02-2024,P
L00993,BSAI-23-023,CS101,19-02-2024,P
L00994,BSAI-23-023,CS101,21-02-2024,P
L00995,BSAI-23-023,CS101,26-02-2024,P
L00996,BSAI-23-023,CS101,28-02-2024,L
L00997,BSAI-23-023,CS111,23-01-2024,P
L00998,BSAI-23-023,CS111,25-01-2024,P
L00999,BSAI-23-023,CS111,30-01-2024,P
L01000,BSAI-23-023,CS111,01-02-2024,P
L01001,BSAI-23-023,CS111,06-02-2024,P
L01002,BSAI-23-023,CS111,08-02-2024,P
L01003,BSAI-23-023,CS111,13-02-2024,P
L01004,BSAI-23-023,CS111,15-02-2024,P
L01005,BSAI-23-023,CS111,20-02-2024,L
L01006,BSAI-23-023,CS111,22-02-2024,A
L01007,BSAI-23-023,CS111,27-02-2024,P
L01008,BSAI-23-023,CS111,29-02-2024,P
L01009,BSAI-23-023,HU101,22-01-2024,A
L01010,BSAI-23-023,HU101,29-01-2024,P
L01011,BSAI-23-023,HU101,05-02-2024,P
L01012,BSAI-23-023,HU101,12-02-2024,P
L01013,BSAI-23-023,HU101,19-02-2024,P
L01014,BSAI-23-023,HU101,26-02-2024,P
L01015,BSAI-23-023,HU101,04-03-2024,P
L01016,BSAI-23-023,HU101,11-03-2024,P
L01017,BSAI-23-023,HU101,18-03-2024,P
L01018,BSAI-23-023,HU101,25-03-2024,L
L01019,BSAI-23-023,IS101,23-01-2024,A
L01020,BSAI-23-023,IS101,30-01-2024,P
L01021,BSAI-23-023,IS101,06-02-2024,P
L01022,BSAI-23-023,IS101,13-02-2024,P
L01023,BSAI-23-023,IS101,20-02-2024,P
L01024,BSAI-23-023,IS101,27-02-2024,P
L01025,BSAI-23-023,IS101,05-03-2024,P
L01026,BSAI-23-023,IS101,12-03-2024,P
L01027,BSAI-23-023,IS101,19-03-2024,P
L01028,BSAI-23-023,IS101,26-03-2024,L
L01029,BSAI-23-024,CS101,22-01-2024,P
L01030,BSAI-23-024,CS101,24-01-2024,L
L01031,BSAI-23-024,CS101,29-01-2024,A
L01032,BSAI-23-024,CS101,31-01-2024,P
L01033,BSAI-23-024,CS101,05-02-2024,P
L01034,BSAI-23-024,CS101,07-02-2024,P
L01035,BSAI-23-024,CS101,12-02-2024,P
L01036,BSAI-23-024,CS101,14-02-2024,P
L01037,BSAI-23-024,CS101,19-02-2024,P
L01038,BSAI-23-024,CS101,21-02-2024,P
L01039,BSAI-23-024,CS101,26-02-2024,P
L01040,BSAI-23-024,CS101,28-02-2024,L
L01041,BSAI-23-024,CS111,23-01-2024,P
L01042,BSAI-23-024,CS111,25-01-2024,P
L01043,BSAI-23-024,CS111,30-01-2024,L
L01044,BSAI-23-024,CS111,01-02-2024,A
L01045,BSAI-23-024,CS111,06-02-2024,P
L01046,BSAI-23-024,CS111,08-02-2024,P
L01047,BSAI-23-024,CS111,13-02-2024,P
L01048,BSAI-23-024,CS111,15-02-2024,P
L01049,BSAI-23-024,CS111,20-02-2024,P
L01050,BSAI-23-024,CS111,22-02-2024,P
L01051,BSAI-23-024,CS111,27-02-2024,P
L01052,BSAI-23-024,CS111,29-02-2024,P
L01053,BSAI-23-024,HU101,22-01-2024,P
L01054,BSAI-23-024,HU101,29-01-2024,P
L01055,BSAI-23-024,HU101,05-02-2024,P
L01056,BSAI-23-024,HU101,12-02-2024,P
L01057,BSAI-23-024,HU101,19-02-2024,P
L01058,BSAI-23-024,HU101,26-02-2024,P
L01059,BSAI-23-024,HU101,04-03-2024,P
L01060,BSAI-23-024,HU101,11-03-2024,L
L01061,BSAI-23-024,HU101,18-03-2024,A
L01062,BSAI-23-024,HU101,25-03-2024,P
L01063,BSAI-23-024,IS101,23-01-2024,P
L01064,BSAI-23-024,IS101,30-01-2024,P
L01065,BSAI-23-024,IS101,06-02-2024,P
L01066,BSAI-23-024,IS101,13-02-2024,P
L01067,BSAI-23-024,IS101,20-02-2024,P
L01068,BSAI-23-024,IS101,27-02-2024,L
L01069,BSAI-23-024,IS101,05-03-2024,A
L01070,BSAI-23-024,IS101,12-03-2024,P
L01071,BSAI-23-024,IS101,19-03-2024,P
L01072,BSAI-23-024,IS101,26-03-2024,P
L01073,BSAI-23-024,CS121,22-01-2024,P
L01074,BSAI-23-024,CS121,29-01-2024,P
